Iterations	q_{12}	q_{21}	q_{13}	q_{31}	q_{24}	q_{42}
82	0.785582	0.640964	1.240277	1.237764	0.454433	0.120913
83	0.769338	0.648712	1.248237	1.246983	0.450421	0.141869
86	0.755042	0.629781	1.246890	1.252577	0.446107	0.136323
88	0.760711	0.629771	1.258536	1.244309	0.429906	0.134732
92	0.735853	0.610210	1.250571	1.262734	0.432872	0.131070
94	0.725401	0.605072	1.258974	1.268388	0.431828	0.139723
95	0.743232	0.588854	1.269792	1.286711	0.437797	0.140359
96	0.765695	0.610630	1.281628	1.262451	0.441575	0.122381
97	0.741881	0.621612	1.279451	1.276978	0.464280	0.116829
98	0.734705	0.635856	1.277790	1.275084	0.467367	0.103505
99	0.715781	0.628095	1.281750	1.286207	0.455625	0.103924
100	0.718578	0.645812	1.304608	1.267026	0.449650	0.116796
103	0.711604	0.669314	1.325112	1.248197	0.450963	0.104688
106	0.692318	0.655410	1.331539	1.271646	0.436222	0.124467
107	0.709698	0.676693	1.354242	1.261828	0.456008	0.125671
108	0.725514	0.675759	1.370957	1.244680	0.479090	0.101259
110	0.703711	0.669671	1.374372	1.261673	0.459285	0.111839
111	0.701010	0.694464	1.366847	1.277521	0.441405	0.112319
112	0.686870	0.673516	1.373200	1.268689	0.441971	0.095886
113	0.672390	0.682041	1.388397	1.263374	0.430399	0.089183
114	0.675260	0.669928	1.395877	1.268754	0.412324	0.085137
118	0.676220	0.653066	1.411184	1.278456	0.405359	0.070888
119	0.656114	0.639387	1.424603	1.265587	0.422259	0.063744
120	0.639915	0.628325	1.434214	1.272399	0.401589	0.041877
121	0.630640	0.640562	1.440728	1.269495	0.422441	0.046050
122	0.639688	0.643746	1.451426	1.270957	0.401478	0.030087
124	0.630740	0.657379	1.453694	1.273747	0.386565	0.019891
126	0.638980	0.652312	1.475951	1.298008	0.392165	0.020119
130	0.623287	0.652543	1.473475	1.312529	0.375034	0.013530
132	0.632330	0.671864	1.484253	1.330108	0.383865	0.036345
134	0.641304	0.675196	1.496616	1.354447	0.360132	0.041773
136	0.625712	0.680061	1.513364	1.337038	0.366988	0.025920
138	0.630448	0.679353	1.529829	1.326779	0.361163	0.041775
139	0.614610	0.667702	1.546061	1.323190	0.351379	0.055846
143	0.614229	0.642780	1.564336	1.333801	0.358911	0.065488
144	0.607558	0.659623	1.587767	1.345061	0.366898	0.074797
145	0.626117	0.668248	1.600726	1.366269	0.377999	0.074680
147	0.613683	0.664330	1.582885	1.386598	0.400201	0.070710
148	0.597460	0.672398	1.595698	1.411280	0.390594	0.054520
149	0.587661	0.688055	1.600581	1.401842	0.381660	0.053141
151	0.579206	0.709899	1.607628	1.414129	0.390292	0.068634
152	0.572820	0.717327	1.590254	1.430978	0.394195	0.046011
155	0.582379	0.737112	1.580095	1.454823	0.385128	0.065259
159	0.582834	0.737732	1.599206	1.460220	0.378299	0.076822
161	0.567868	0.761046	1.584799	1.480707	0.380699	0.063081
165	0.556995	0.757038	1.606943	1.467794	0.383195	0.053375
168	0.545144	0.776567	1.618859	1.470127	0.401009	0.074273
169	0.555576	0.791309	1.611579	1.491617	0.406405	0.071161
170	0.532443	0.783756	1.630747	1.492716	0.428930	0.054299
171	0.519755	0.767768	1.629422	1.501247	0.441135	0.043489
173	0.518783	0.746959	1.647945	1.512172	0.422784	0.039777
174	0.529069	0.766934	1.672025	1.529314	0.405988	0.037070
178	0.511890	0.762619	1.692851	1.525444	0.414965	0.059585
179	0.509301	0.781079	1.702487	1.505660	0.395793	0.047119
184	0.506097	0.792565	1.713403	1.520214	0.385188	0.046002
186	0.496243	0.804208	1.731483	1.511449	0.366007	0.057187
188	0.509744	0.780541	1.737837	1.536429	0.375583	0.050975
191	0.512551	0.766289	1.740216	1.550215	0.362652	0.058266
192	0.511553	0.782933	1.725108	1.568287	0.340524	0.056987
193	0.514600	0.784375	1.735819	1.573158	0.322353	0.062960
201	0.534255	0.797098	1.757799	1.566574	0.304179	0.061612
203	0.518671	0.786572	1.781653	1.554260	0.321140	0.058254
206	0.531136	0.782340	1.804161	1.558689	0.324575	0.047720
209	0.548094	0.793222	1.826810	1.540762	0.317950	0.047217
210	0.545043	0.798826	1.843584	1.526214	0.331102	0.031210
211	0.566431	0.773885	1.851439	1.540457	0.306377	0.025872
213	0.558170	0.797467	1.863327	1.545816	0.301529	0.048916
214	0.535859	0.778483	1.881380	1.541498	0.299443	0.057543
216	0.518830	0.756286	1.901227	1.549251	0.297076	0.049005
219	0.509165	0.779324	1.888790	1.573765	0.287760	0.043745
220	0.492144	0.777742	1.894568	1.594960	0.305348	0.020422
222	0.495964	0.776018	1.918309	1.575353	0.291236	0.017565
223	0.475319	0.795375	1.905895	1.563178	0.268757	0.036833
227	0.452628	0.791938	1.922078	1.587683	0.282689	0.031541
229	0.455612	0.770970	1.930142	1.597782	0.288460	0.050301
231	0.460875	0.760082	1.945535	1.585590	0.295069	0.031389
234	0.446562	0.757746	1.925108	1.607767	0.279822	0.036837
235	0.445265	0.743264	1.938385	1.622993	0.288691	0.060703
237	0.452207	0.753468	1.929714	1.645087	0.300416	0.052301
238	0.443211	0.741971	1.943053	1.652080	0.282818	0.057041
239	0.420382	0.736114	1.953718	1.674498	0.258042	0.064204
242	0.409831	0.728028	1.978355	1.663339	0.273553	0.083843
244	0.390608	0.708451	1.959745	1.673194	0.261240	0.061870
246	0.378239	0.707587	1.972095	1.678069	0.251869	0.051302
247	0.401240	0.700581	1.988603	1.702250	0.232554	0.046261
248	0.418893	0.709972	1.991370	1.726883	0.218377	0.059742
250	0.401965	0.714905	1.990908	1.720270	0.234231	0.036407
251	0.379012	0.702511	2.000618	1.712371	0.213619	0.042718
254	0.400747	0.718461	2.021617	1.724232	0.211516	0.055743
255	0.382232	0.703276	2.028525	1.741747	0.200820	0.057391
257	0.385299	0.689638	2.047470	1.753088	0.196504	0.042916
259	0.375192	0.700418	2.051057	1.769156	0.216814	0.049083
260	0.370996	0.724282	2.069785	1.788179	0.239148	0.049634
262	0.383927	0.740911	2.090071	1.794940	0.231477	0.051360
265	0.365886	0.743464	2.110187	1.798475	0.211490	0.069301
267	0.370990	0.765580	2.105704	1.809277	0.214523	0.051132
268	0.381844	0.782892	2.118356	1.800566	0.210979	0.032520
271	0.367138	0.785715	2.136246	1.819768	0.201894	0.051238
273	0.380427	0.775827	2.159023	1.796418	0.200046	0.053523
275	0.379485	0.755504	2.178892	1.817363	0.207194	0.035968
277	0.381251	0.748342	2.196864	1.813472	0.226348	0.043169
278	0.398661	0.726923	2.191059	1.833534	0.215696	0.035318
281	0.375170	0.751270	2.192088	1.818758	0.203764	0.036877
282	0.351154	0.729422	2.212143	1.834494	0.224676	0.018290
285	0.341417	0.725114	2.232838	1.819798	0.241473	0.026722
288	0.328721	0.747668	2.251897	1.811342	0.246134	0.037942
290	0.324957	0.759722	2.268327	1.829942	0.262670	0.048338
291	0.308737	0.749865	2.288652	1.849117	0.260471	0.038948
292	0.332738	0.760245	2.309488	1.839761	0.258469	0.032557
293	0.347943	0.738512	2.292874	1.864551	0.240124	0.040406
295	0.327303	0.728071	2.315531	1.869745	0.235594	0.033198
297	0.346121	0.729890	2.328030	1.868406	0.213468	0.034691
299	0.365828	0.740700	2.340988	1.881410	0.211533	0.040936
301	0.352361	0.759203	2.360026	1.866507	0.221322	0.029351
302	0.341729	0.765428	2.379604	1.867068	0.223014	0.019827
303	0.340994	0.760455	2.399710	1.882574	0.228585	0.043503
306	0.360681	0.763387	2.411575	1.893686	0.238529	0.034654
310	0.335964	0.768616	2.410446	1.914595	0.237486	0.026736
312	0.318909	0.782561	2.408320	1.915394	0.261274	0.046394
313	0.324330	0.763915	2.423888	1.927986	0.265423	0.067151
315	0.346598	0.773453	2.440150	1.913555	0.274288	0.057685
316	0.345900	0.754886	2.443840	1.898012	0.264953	0.048356
317	0.351571	0.746317	2.433190	1.919881	0.277217	0.041248
318	0.367485	0.727553	2.453798	1.911049	0.289901	0.030727
323	0.360183	0.744559	2.465070	1.894745	0.300153	0.034801
325	0.349059	0.744136	2.467845	1.916111	0.292568	0.055216
326	0.326394	0.732866	2.477874	1.904486	0.280144	0.073638
330	0.348170	0.723732	2.482222	1.924424	0.278893	0.053347
332	0.330784	0.707775	2.494880	1.925427	0.288650	0.041784
333	0.330188	0.684720	2.510017	1.926632	0.268716	0.030676
340	0.305392	0.671744	2.503790	1.931966	0.279021	0.042375
345	0.316351	0.651623	2.518875	1.909107	0.282852	0.040130
346	0.340634	0.671851	2.522382	1.905780	0.261599	0.045605
348	0.319009	0.653779	2.534792	1.900503	0.253067	0.038770
351	0.306957	0.628965	2.559261	1.875548	0.264698	0.033969
354	0.322178	0.606404	2.562117	1.871689	0.249636	0.032901
356	0.304096	0.608565	2.566864	1.875405	0.254867	0.040126
357	0.287534	0.584033	2.570896	1.891861	0.255364	0.040502
358	0.272811	0.599585	2.562578	1.893737	0.231539	0.038800
360	0.250205	0.621983	2.575101	1.912415	0.255244	0.062873
361	0.263132	0.610449	2.598000	1.908053	0.258411	0.048345
363	0.256558	0.633479	2.618821	1.912977	0.279685	0.038479
366	0.245719	0.656198	2.618601	1.919080	0.281865	0.040680
367	0.237081	0.668580	2.635586	1.925315	0.286589	0.058254
369	0.221997	0.662017	2.641784	1.930027	0.299843	0.039958
370	0.201684	0.670119	2.658393	1.952525	0.297980	0.021775
371	0.188110	0.660073	2.664868	1.976578	0.315713	0.030989
372	0.197101	0.643245	2.646224	1.982584	0.297435	0.052494
373	0.193321	0.650834	2.654671	1.987766	0.297495	0.062185
375	0.189112	0.642270	2.667612	1.978057	0.278220	0.050635
376	0.195639	0.663545	2.690091	1.985219	0.258023	0.048397
379	0.211637	0.640591	2.697629	1.962264	0.242177	0.038511
380	0.225317	0.643240	2.684597	1.986832	0.225177	0.043923
383	0.213381	0.630436	2.702743	1.998013	0.220399	0.035290
385	0.223009	0.628462	2.720360	1.996669	0.205274	0.047261
387	0.217748	0.621665	2.725651	2.021584	0.221438	0.034007
389	0.217912	0.640330	2.732615	2.015852	0.220422	0.035188
390	0.215122	0.619566	2.731006	2.039416	0.222366	0.031193
391	0.213728	0.605293	2.754008	2.040275	0.200258	0.037613
392	0.205234	0.583308	2.777580	2.035621	0.225232	0.058059
395	0.225230	0.573061	2.774423	2.025643	0.218772	0.036885
396	0.211960	0.551919	2.778234	2.044000	0.206120	0.031771
402	0.227886	0.551900	2.791039	2.035424	0.198110	0.031932
403	0.214206	0.573251	2.798729	2.048734	0.216096	0.056686
406	0.206118	0.554039	2.806972	2.058513	0.213421	0.059406
408	0.223729	0.531759	2.814494	2.038177	0.211371	0.047739
409	0.215310	0.510188	2.814533	2.037934	0.191850	0.043846
411	0.218458	0.500284	2.839256	2.045831	0.175491	0.062563
414	0.212590	0.493481	2.819010	2.062305	0.169525	0.052134
415	0.231102	0.488140	2.823350	2.077001	0.162805	0.037268
417	0.224675	0.507350	2.843252	2.067365	0.187015	0.049904
425	0.228624	0.491498	2.865518	2.055818	0.185372	0.034036
426	0.241537	0.483775	2.871665	2.042162	0.188285	0.042027
436	0.238916	0.465848	2.883264	2.050141	0.185027	0.059540
437	0.254512	0.469128	2.900234	2.050968	0.162633	0.041820
438	0.245241	0.448604	2.920843	2.075940	0.168652	0.041891
441	0.241014	0.472021	2.934144	2.068826	0.187813	0.043866
442	0.256705	0.483417	2.950998	2.074318	0.171243	0.040369
445	0.237106	0.481246	2.955724	2.097090	0.184297	0.055998
452	0.249976	0.489633	2.974787	2.117927	0.161933	0.032061
454	0.274754	0.502755	2.995566	2.103646	0.160108	0.039319
457	0.290588	0.491487	3.017924	2.103010	0.173070	0.031865
459	0.290674	0.505728	3.011676	2.123708	0.187346	0.034233
461	0.310570	0.506301	3.005321	2.144332	0.168538	0.049006
463	0.317779	0.503039	3.005131	2.141886	0.147051	0.042978
466	0.304929	0.522943	3.004040	2.154914	0.168219	0.040090
468	0.295541	0.540949	3.026479	2.164409	0.151748	0.053153
469	0.302544	0.540526	3.026444	2.170881	0.175177	0.043725
471	0.312437	0.550732	3.032339	2.185205	0.156036	0.057870
472	0.317248	0.545536	3.046976	2.187418	0.162664	0.034091
477	0.312986	0.563682	3.053393	2.203739	0.139299	0.031673
480	0.294533	0.549807	3.067307	2.209623	0.127062	0.051764
482	0.315525	0.525764	3.079470	2.232779	0.114718	0.053565
493	0.295575	0.508375	3.075993	2.228919	0.111095	0.057465
498	0.270767	0.510897	3.083128	2.252324	0.130628	0.040549
499	0.292057	0.508210	3.106501	2.247876	0.123047	0.026679
500	0.281867	0.503051	3.111457	2.242652	0.109162	0.045687
503	0.275521	0.504638	3.124066	2.257587	0.112643	0.060436
504	0.271292	0.481310	3.144478	2.270175	0.103016	0.049952
513	0.282729	0.505710	3.159220	2.294590	0.121249	0.049138
516	0.306693	0.481630	3.172210	2.302535	0.129735	0.050673
517	0.296615	0.487619	3.181860	2.290135	0.146227	0.030478
518	0.275464	0.476029	3.179698	2.292711	0.158873	0.052024
523	0.285207	0.464281	3.197878	2.279656	0.139527	0.057551
527	0.279694	0.448224	3.222423	2.296899	0.144029	0.060013
528	0.262955	0.447801	3.239409	2.303788	0.120488	0.070764
529	0.247824	0.468449	3.234301	2.309528	0.111583	0.054965
534	0.229960	0.466193	3.225823	2.325831	0.113881	0.035363
535	0.212521	0.447445	3.248864	2.336806	0.109031	0.034216
549	0.228118	0.439198	3.256259	2.351578	0.108840	0.029473
550	0.218563	0.424034	3.280860	2.375807	0.104467	0.031369
551	0.203950	0.406487	3.298598	2.385816	0.081638	0.045075
552	0.202656	0.386764	3.317211	2.386377	0.082434	0.041325
553	0.186916	0.385337	3.320197	2.388415	0.098529	0.052552
557	0.206991	0.408146	3.327756	2.364626	0.097254	0.059840
559	0.190555	0.384177	3.340762	2.344683	0.097107	0.058706
560	0.189484	0.384339	3.357325	2.368390	0.119315	0.043215
561	0.203347	0.377190	3.374317	2.360288	0.098513	0.057907
565	0.225583	0.393041	3.389825	2.360919	0.075104	0.048313
569	0.249386	0.377350	3.412496	2.368735	0.088674	0.047872
573	0.252191	0.400744	3.435903	2.368069	0.109025	0.045635
574	0.233041	0.413905	3.438850	2.378517	0.122948	0.041206
575	0.227701	0.396286	3.442479	2.386744	0.126489	0.034113
580	0.251102	0.385114	3.453138	2.404526	0.104082	0.051221
590	0.230177	0.393047	3.473723	2.389237	0.091569	0.056040
593	0.205449	0.391727	3.463349	2.376767	0.099183	0.049629
594	0.225215	0.391100	3.469719	2.391923	0.099637	0.057698
597	0.218064	0.390541	3.474730	2.398085	0.100179	0.050565
599	0.211087	0.400096	3.482914	2.392926	0.097497	0.033751
600	0.187676	0.423725	3.486359	2.410343	0.110532	0.042679
603	0.193787	0.400957	3.497073	2.396259	0.135131	0.046733
604	0.208133	0.408880	3.521166	2.408121	0.146703	0.044350
605	0.213287	0.402101	3.527431	2.388668	0.132496	0.032068
608	0.233876	0.383730	3.550936	2.403480	0.124124	0.036800
610	0.233987	0.399851	3.570561	2.388752	0.111980	0.054191
615	0.242633	0.384117	3.573120	2.380664	0.127286	0.045094
618	0.244492	0.403910	3.590435	2.390710	0.108021	0.051222
626	0.228266	0.423933	3.605082	2.373444	0.129930	0.051924
632	0.226507	0.435292	3.627758	2.377229	0.130764	0.052949
633	0.237419	0.446877	3.650456	2.400314	0.112346	0.038311
635	0.244184	0.467270	3.671388	2.400108	0.116555	0.050816
638	0.251035	0.447840	3.668370	2.421479	0.111885	0.049363
639	0.257743	0.449563	3.692959	2.422945	0.111782	0.031184
643	0.241080	0.450563	3.709727	2.442575	0.119529	0.050563
644	0.245864	0.467301	3.719375	2.466586	0.099586	0.039117
645	0.239733	0.474025	3.732088	2.473557	0.119426	0.041607
647	0.222768	0.476712	3.727280	2.474582	0.141771	0.047457
649	0.225149	0.471312	3.737269	2.467936	0.138958	0.045496
650	0.202516	0.452064	3.758674	2.451042	0.135125	0.047364
657	0.210090	0.445652	3.762846	2.435264	0.127865	0.043956
660	0.212192	0.454160	3.777332	2.457464	0.118820	0.059505
661	0.202673	0.453809	3.784873	2.461139	0.128768	0.055906
662	0.210895	0.467283	3.794788	2.484324	0.124343	0.045341
664	0.230432	0.448866	3.809100	2.470191	0.119144	0.026936
665	0.223273	0.446861	3.791157	2.453430	0.100610	0.034108
667	0.207763	0.435546	3.807351	2.435077	0.117811	0.042626
675	0.218992	0.419934	3.819719	2.454721	0.104916	0.050729
684	0.207314	0.397280	3.814067	2.471067	0.120292	0.036696
693	0.223853	0.393961	3.805711	2.456550	0.129074	0.052848
694	0.225946	0.417870	3.808426	2.453739	0.127380	0.045296
700	0.237417	0.418045	3.829099	2.455868	0.112066	0.031821
701	0.261985	0.438781	3.821342	2.446608	0.096581	0.031162
703	0.262668	0.424863	3.796765	2.426518	0.104142	0.042851
704	0.266867	0.406387	3.815002	2.430923	0.125576	0.053033
705	0.261119	0.424565	3.815819	2.435920	0.132992	0.038702
709	0.272192	0.444610	3.830974	2.427108	0.124974	0.044819
716	0.292709	0.445668	3.845279	2.446453	0.139094	0.046619
725	0.315511	0.447748	3.860244	2.447520	0.158821	0.039595
734	0.321613	0.454460	3.885059	2.423657	0.176210	0.051544
736	0.297764	0.442590	3.880479	2.417016	0.176990	0.049940
737	0.312734	0.418863	3.891132	2.414704	0.162978	0.053169
739	0.302114	0.413678	3.868653	2.434749	0.142364	0.040789
740	0.298782	0.437514	3.862846	2.448508	0.136321	0.039435
748	0.283939	0.446707	3.861762	2.431635	0.122473	0.041405
751	0.275007	0.470359	3.880493	2.440279	0.113741	0.048770
752	0.252465	0.467876	3.882589	2.433851	0.130767	0.043222
758	0.234337	0.444923	3.889198	2.424389	0.120568	0.045327
760	0.244644	0.452352	3.897984	2.418849	0.133849	0.041349
762	0.236592	0.454848	3.919412	2.439740	0.116120	0.038037
763	0.219190	0.435706	3.934864	2.444896	0.099375	0.051004
776	0.219501	0.421501	3.928624	2.457760	0.123701	0.038145
780	0.232746	0.416803	3.937948	2.452864	0.107091	0.040369
781	0.237048	0.415671	3.950191	2.476689	0.125687	0.051233
794	0.233087	0.402999	3.970550	2.480352	0.128267	0.042769
795	0.231642	0.427884	3.992903	2.482593	0.115609	0.058711
796	0.242335	0.439372	3.968052	2.494990	0.107937	0.037899
798	0.245390	0.432136	3.987490	2.473230	0.091074	0.054379
804	0.233977	0.410540	4.008075	2.491966	0.107878	0.046382
808	0.253691	0.408417	4.016699	2.511100	0.098843	0.051657
814	0.253456	0.425821	4.034065	2.491869	0.079286	0.034871
818	0.272027	0.444212	4.043662	2.483834	0.078176	0.030984
826	0.259557	0.441243	4.034489	2.464616	0.086790	0.032120
828	0.258519	0.429698	4.051394	2.480848	0.106748	0.053436
834	0.255579	0.446398	4.052376	2.486553	0.114547	0.051456
838	0.245663	0.439286	4.070810	2.468440	0.110364	0.039374
847	0.270015	0.458002	4.080732	2.492149	0.092576	0.050023
848	0.256039	0.449069	4.095934	2.477178	0.108939	0.061816
851	0.242100	0.436314	4.110238	2.481286	0.108631	0.064432
852	0.238841	0.417022	4.103853	2.499780	0.111313	0.048539
858	0.260342	0.424028	4.125286	2.516544	0.101106	0.058465
860	0.260181	0.428529	4.134432	2.504253	0.092044	0.046934
862	0.252104	0.438960	4.131675	2.524361	0.109335	0.044860
866	0.268513	0.424763	4.155649	2.504165	0.102962	0.038765
867	0.281379	0.426449	4.145896	2.517707	0.116704	0.042445
875	0.277335	0.446949	4.156989	2.494070	0.127455	0.035771
879	0.286633	0.425887	4.170758	2.469356	0.150845	0.033630
884	0.272728	0.421490	4.190631	2.486806	0.146321	0.039616
885	0.289335	0.413684	4.191597	2.471944	0.158056	0.044068
886	0.275669	0.421122	4.195216	2.478626	0.135250	0.056658
889	0.272439	0.424719	4.177720	2.501778	0.135480	0.040791
896	0.268957	0.418206	4.197715	2.489287	0.154791	0.056087
898	0.262995	0.438020	4.198927	2.466035	0.147079	0.064298
900	0.248538	0.460333	4.216658	2.448527	0.163904	0.042395
902	0.249597	0.473059	4.221825	2.451704	0.150553	0.037658
910	0.269626	0.477933	4.228440	2.476421	0.165858	0.042147
919	0.249906	0.457881	4.208263	2.467650	0.147695	0.051367
920	0.259375	0.479480	4.208162	2.491122	0.125828	0.051379
922	0.277144	0.481921	4.224586	2.508781	0.113629	0.053372
927	0.276883	0.503906	4.230897	2.494586	0.121167	0.053828
933	0.300998	0.480569	4.232016	2.494248	0.123142	0.033978
934	0.291516	0.492729	4.244227	2.485497	0.104243	0.035617
941	0.289229	0.468300	4.269179	2.505344	0.106509	0.048501
942	0.313922	0.458544	4.273980	2.489239	0.107663	0.039311
947	0.290913	0.463359	4.289304	2.502119	0.103671	0.039851
948	0.267718	0.455017	4.309002	2.507090	0.107996	0.031053
951	0.243337	0.470334	4.329845	2.523435	0.093854	0.047638
954	0.252507	0.445513	4.332713	2.502013	0.089127	0.034980
955	0.242692	0.432087	4.309828	2.504616	0.102748	0.042897
956	0.264358	0.427275	4.333242	2.500913	0.099504	0.031673
959	0.274878	0.424192	4.320865	2.480249	0.109782	0.032189
961	0.265454	0.415883	4.334051	2.475098	0.094989	0.054259
962	0.287693	0.431875	4.331613	2.453821	0.116723	0.049596
975	0.295165	0.439620	4.315872	2.455172	0.136781	0.046726
985	0.301084	0.424650	4.322547	2.448798	0.121047	0.049374
987	0.306159	0.404952	4.341787	2.471158	0.122023	0.048439
994	0.301178	0.412975	4.324199	2.478365	0.109724	0.042901
1009	0.277350	0.422815	4.345444	2.480614	0.099449	0.047693
1012	0.289669	0.421409	4.360790	2.494300	0.092417	0.033961
1016	0.268449	0.444682	4.350554	2.507349	0.110757	0.041957
1024	0.278618	0.456620	4.348195	2.522059	0.096524	0.043258
1029	0.275518	0.440907	4.351994	2.520657	0.121118	0.054277
1032	0.286480	0.421165	4.358063	2.499266	0.108900	0.047896
1036	0.292667	0.408638	4.370913	2.512110	0.114375	0.052044
1037	0.281709	0.391597	4.387771	2.503370	0.138134	0.053145
1038	0.286330	0.369582	4.381475	2.507652	0.148621	0.043822
1041	0.303715	0.359841	4.396250	2.527230	0.160040	0.036291
1042	0.300038	0.352109	4.399491	2.544588	0.169138	0.053077
1050	0.307567	0.365479	4.424291	2.523602	0.169584	0.062919
1052	0.285386	0.381884	4.439738	2.543790	0.191974	0.046861
1055	0.297369	0.361200	4.422356	2.543490	0.168112	0.036850
1056	0.294457	0.339257	4.438376	2.522284	0.143608	0.047776
1059	0.283565	0.353203	4.429202	2.504950	0.130059	0.055374
1060	0.291423	0.369996	4.449494	2.492599	0.140691	0.033549
1067	0.281904	0.382031	4.438493	2.500590	0.124644	0.031673
1068	0.276242	0.400546	4.419857	2.499966	0.140995	0.046460
1069	0.286004	0.394211	4.437861	2.500929	0.116610	0.047534
1075	0.285415	0.393601	4.443671	2.511133	0.117475	0.038010
1076	0.272409	0.386317	4.435937	2.527045	0.128016	0.050248
1078	0.287817	0.406744	4.444520	2.540416	0.105547	0.048481
1091	0.271970	0.431057	4.438013	2.539797	0.120874	0.043661
1113	0.273061	0.434526	4.418140	2.534660	0.138315	0.043376
1114	0.296398	0.416556	4.443108	2.525422	0.155640	0.047987
1117	0.288598	0.421683	4.438629	2.523097	0.141269	0.042482
1120	0.304865	0.402794	4.446327	2.509344	0.118782	0.038731
1121	0.321833	0.417178	4.457250	2.503510	0.113124	0.045676
1131	0.309865	0.400529	4.476577	2.504632	0.120693	0.052520
1136	0.313942	0.424300	4.455335	2.494531	0.117282	0.046813
1142	0.333291	0.436058	4.445765	2.495233	0.110649	0.047747
1144	0.335228	0.435465	4.456792	2.486149	0.102764	0.039170
1149	0.321548	0.421469	4.480656	2.510680	0.122025	0.029380
1152	0.311751	0.440212	4.485058	2.492775	0.141161	0.032922
1154	0.316154	0.448910	4.479789	2.491329	0.134798	0.034738
1155	0.325492	0.469602	4.488418	2.508300	0.132208	0.044886
1157	0.330111	0.447697	4.513330	2.526741	0.142583	0.040893
1164	0.313856	0.429907	4.531149	2.534250	0.132506	0.043744
1167	0.290384	0.426717	4.551528	2.553642	0.123913	0.054587
1168	0.294127	0.402737	4.551790	2.548115	0.134214	0.059177
1172	0.280248	0.387213	4.547105	2.538153	0.132377	0.045541
1195	0.280564	0.393236	4.559239	2.528397	0.124019	0.037368
1205	0.300734	0.405529	4.582260	2.537514	0.102335	0.053515
1210	0.294002	0.406972	4.594208	2.547862	0.113417	0.032316
1213	0.316831	0.419660	4.601095	2.564718	0.112103	0.045410
1221	0.319186	0.441052	4.612256	2.577611	0.114652	0.048353
1222	0.310532	0.447713	4.629016	2.565122	0.100535	0.046005
1228	0.292065	0.430778	4.637328	2.545108	0.090138	0.051975
1229	0.302038	0.440639	4.625410	2.526488	0.105016	0.059069
1231	0.302074	0.416814	4.601122	2.550493	0.124049	0.046089
1232	0.290797	0.416967	4.577981	2.536690	0.119119	0.044801
1244	0.274261	0.428973	4.593925	2.549397	0.113582	0.037768
