Iterations	q_{12}	q_{21}	q_{13}	q_{31}	q_{24}	q_{42}
82	0.785582	0.640964	1.240277	1.237764	0.454433	0.120913
83	0.769338	0.648712	1.248237	1.246983	0.450421	0.141869
86	0.755042	0.629781	1.246890	1.252577	0.446107	0.136323
88	0.760711	0.629771	1.258536	1.244309	0.429906	0.134732
91	0.748866	0.613892	1.253085	1.258031	0.435507	0.147963
94	0.738413	0.608754	1.261488	1.263685	0.434464	0.156616
95	0.756245	0.592536	1.272307	1.282008	0.440432	0.157252
97	0.732431	0.603518	1.270130	1.296534	0.463137	0.151700
98	0.725256	0.617762	1.268469	1.294640	0.466224	0.138377
99	0.706331	0.610001	1.272428	1.305764	0.454482	0.138796
100	0.709128	0.627718	1.295286	1.286583	0.448508	0.151667
103	0.702154	0.651220	1.315791	1.267753	0.449820	0.139559
106	0.682868	0.637316	1.322218	1.291202	0.435080	0.159339
107	0.700248	0.658599	1.344920	1.281384	0.454866	0.160543
108	0.716064	0.657665	1.361636	1.264237	0.477947	0.136131
110	0.694261	0.651577	1.365050	1.281230	0.458143	0.146711
111	0.691560	0.676370	1.357526	1.297078	0.440262	0.147191
112	0.677420	0.655422	1.363878	1.288245	0.440829	0.130758
113	0.662940	0.663947	1.379076	1.282930	0.429257	0.124055
114	0.665811	0.651834	1.386556	1.288311	0.411181	0.120009
118	0.666770	0.634973	1.401862	1.298013	0.404216	0.105759
119	0.646664	0.621293	1.415282	1.285143	0.421117	0.098616
120	0.630465	0.610231	1.424892	1.291955	0.400447	0.076748
121	0.621190	0.622468	1.431406	1.289052	0.421299	0.080922
122	0.630238	0.625652	1.442104	1.290514	0.400336	0.064959
123	0.643548	0.637752	1.437120	1.304546	0.396052	0.055900
124	0.659765	0.628804	1.450753	1.306815	0.398842	0.040987
125	0.649570	0.635849	1.466889	1.314036	0.380334	0.023690
126	0.642377	0.613152	1.475128	1.308968	0.402591	0.047950
127	0.647977	0.613379	1.483906	1.322994	0.384540	0.070930
128	0.656862	0.595986	1.507397	1.317431	0.404776	0.091376
130	0.640765	0.612455	1.498866	1.335557	0.389083	0.091606
133	0.658344	0.621286	1.521681	1.350583	0.403265	0.071121
134	0.637447	0.629603	1.529836	1.349916	0.412239	0.074453
138	0.623409	0.612511	1.550152	1.354653	0.411532	0.090919
141	0.607080	0.596781	1.528071	1.375211	0.405020	0.071805
143	0.603693	0.584932	1.539206	1.374831	0.380098	0.090080
145	0.611680	0.594240	1.557765	1.383455	0.393057	0.111288
148	0.607709	0.578017	1.565833	1.396267	0.417739	0.101680
149	0.591520	0.568218	1.581490	1.401150	0.408302	0.092747
151	0.576648	0.559764	1.603334	1.408198	0.420589	0.101379
157	0.590085	0.569663	1.611179	1.418716	0.442531	0.096204
159	0.590541	0.570283	1.630291	1.424113	0.435702	0.107767
161	0.575575	0.593597	1.615884	1.444600	0.438102	0.094026
165	0.564702	0.589588	1.638028	1.431686	0.440598	0.084320
168	0.552851	0.609118	1.649943	1.434020	0.458412	0.105218
169	0.563283	0.623860	1.642663	1.455510	0.463808	0.102106
170	0.540150	0.616306	1.661831	1.456609	0.486333	0.085244
171	0.527461	0.600319	1.660506	1.465140	0.498538	0.074434
173	0.526490	0.579510	1.679029	1.476065	0.480188	0.070722
174	0.536776	0.599484	1.703110	1.493206	0.463391	0.068015
175	0.532221	0.586518	1.696133	1.509296	0.447872	0.052244
177	0.542576	0.592406	1.714958	1.501714	0.433682	0.046370
179	0.565090	0.589817	1.733418	1.511350	0.413898	0.027198
186	0.555236	0.601460	1.751498	1.502586	0.394718	0.038384
188	0.568737	0.577794	1.757852	1.527566	0.404293	0.032171
191	0.571544	0.563542	1.760231	1.541352	0.391363	0.039463
192	0.570545	0.580186	1.745123	1.559424	0.369235	0.038184
193	0.573592	0.581628	1.755834	1.564295	0.351064	0.044157
195	0.555511	0.562952	1.752955	1.584390	0.371064	0.069056
197	0.567777	0.567110	1.774298	1.588891	0.361530	0.047467
201	0.564399	0.581215	1.793953	1.601613	0.383510	0.040883
202	0.546225	0.579866	1.807456	1.582040	0.364862	0.040706
204	0.563185	0.576509	1.814208	1.590028	0.351146	0.048555
205	0.575991	0.561703	1.826310	1.609756	0.363331	0.042868
209	0.598423	0.567628	1.850787	1.626713	0.374213	0.065517
213	0.605488	0.559367	1.874369	1.638602	0.379572	0.060670
216	0.588459	0.537170	1.894216	1.646355	0.377204	0.052131
219	0.578794	0.560208	1.881779	1.670869	0.367889	0.046872
220	0.561772	0.558626	1.887557	1.692063	0.385476	0.023549
222	0.565593	0.556902	1.911298	1.672457	0.371365	0.020692
227	0.542902	0.553464	1.927481	1.696962	0.385297	0.015400
229	0.521934	0.561528	1.937581	1.702733	0.404056	0.031783
230	0.535530	0.539617	1.936883	1.724769	0.420687	0.037046
231	0.524642	0.555011	1.924692	1.731378	0.401776	0.059667
232	0.539852	0.534462	1.948333	1.710944	0.414121	0.041598
234	0.537515	0.514035	1.970509	1.695697	0.419568	0.040301
235	0.523034	0.527312	1.985736	1.704567	0.443435	0.025117
237	0.533238	0.518641	2.007829	1.716291	0.435032	0.016121
239	0.555656	0.493865	2.014993	1.737200	0.416935	0.022467
241	0.548268	0.469299	2.031317	1.732010	0.406384	0.014380
243	0.523439	0.475733	2.028387	1.749141	0.387162	0.024235
247	0.541093	0.485125	2.031155	1.773775	0.372985	0.037716
251	0.532903	0.468828	2.038973	1.766235	0.355700	0.039601
252	0.532899	0.461925	2.040233	1.782311	0.344006	0.052687
253	0.554634	0.477875	2.061232	1.794172	0.341902	0.065713
254	0.536120	0.462690	2.068140	1.811686	0.331207	0.067361
255	0.513255	0.470729	2.043183	1.820690	0.322025	0.046978
256	0.503092	0.473796	2.029546	1.839636	0.333366	0.042662
257	0.488616	0.478872	2.031236	1.837001	0.323044	0.055859
259	0.494783	0.474676	2.055100	1.855729	0.342067	0.078193
260	0.495335	0.478817	2.066148	1.839529	0.345155	0.055073
261	0.470951	0.467703	2.079078	1.856158	0.365441	0.061834
262	0.463280	0.469428	2.092502	1.857150	0.349812	0.070248
263	0.465402	0.479107	2.102644	1.869778	0.346991	0.048602
264	0.450116	0.477027	2.110960	1.876517	0.328951	0.051155
269	0.451997	0.473384	2.125443	1.870702	0.345618	0.030895
273	0.454282	0.455975	2.141612	1.865909	0.361253	0.029102
276	0.442230	0.457741	2.134449	1.883882	0.357363	0.048256
278	0.443632	0.447390	2.138824	1.887303	0.353379	0.032133
280	0.422913	0.423899	2.163170	1.888332	0.338603	0.020201
284	0.413175	0.419591	2.183865	1.873635	0.355400	0.028633
287	0.400480	0.442145	2.202925	1.865180	0.360061	0.039853
288	0.409632	0.466839	2.215767	1.888381	0.360207	0.019233
289	0.401774	0.463074	2.227820	1.904810	0.378807	0.035769
291	0.425775	0.473454	2.248656	1.895454	0.376805	0.029378
292	0.440979	0.451721	2.232043	1.920245	0.358460	0.037227
293	0.433022	0.473792	2.231720	1.939107	0.371233	0.059989
294	0.430079	0.453153	2.221280	1.961764	0.376426	0.055459
296	0.450410	0.471970	2.223099	1.974263	0.375087	0.033333
297	0.451903	0.467465	2.223875	1.971679	0.359211	0.036684
298	0.440009	0.485707	2.243583	1.982489	0.372169	0.049688
299	0.438074	0.491952	2.241479	1.996829	0.361038	0.044249
302	0.428550	0.491217	2.236506	2.016935	0.376544	0.049820
304	0.426032	0.500664	2.245976	2.002169	0.377007	0.029042
305	0.438829	0.520350	2.248909	2.014035	0.388120	0.038986
306	0.429980	0.535496	2.241647	2.018704	0.369977	0.055468
308	0.417377	0.553161	2.247164	2.000570	0.349184	0.054713
310	0.416334	0.545243	2.248231	1.999881	0.347226	0.050756
314	0.407266	0.567511	2.257768	2.016143	0.332795	0.059621
317	0.423181	0.548746	2.278376	2.007312	0.345479	0.049100
321	0.427234	0.563909	2.279757	2.001018	0.326380	0.038848
322	0.403323	0.556606	2.296763	2.012290	0.310075	0.049101
324	0.381712	0.545482	2.296340	2.015065	0.331441	0.041516
331	0.365755	0.558141	2.297343	2.024822	0.319878	0.040920
339	0.359528	0.563475	2.307648	2.036521	0.342493	0.050813
340	0.361950	0.546637	2.319760	2.049847	0.344191	0.074705
343	0.355708	0.548581	2.325037	2.058773	0.347653	0.065601
347	0.334083	0.530509	2.337447	2.053496	0.339121	0.058766
348	0.349327	0.506499	2.344375	2.052003	0.330684	0.035275
356	0.353359	0.522954	2.344873	2.052380	0.315960	0.050827
358	0.334939	0.532014	2.366509	2.046519	0.293355	0.073224
359	0.347462	0.550692	2.390213	2.070592	0.306282	0.061691
363	0.363599	0.543510	2.414627	2.046985	0.288000	0.042653
364	0.350675	0.543317	2.424320	2.052461	0.277161	0.065373
366	0.356910	0.548041	2.441894	2.059862	0.264367	0.053713
367	0.362060	0.557120	2.440275	2.069756	0.249283	0.047150
368	0.368258	0.561832	2.453529	2.051460	0.228970	0.055252
370	0.392312	0.579564	2.462743	2.060451	0.212142	0.036607
371	0.398318	0.561287	2.484248	2.056671	0.219731	0.045055
374	0.379042	0.549737	2.490775	2.077947	0.242210	0.052217
381	0.367106	0.536933	2.508922	2.089128	0.237432	0.043583
383	0.376734	0.534959	2.526538	2.087784	0.222308	0.055554
385	0.371473	0.528162	2.531829	2.112699	0.238471	0.042301
387	0.371637	0.546826	2.538793	2.106967	0.237455	0.043481
389	0.370243	0.532553	2.561795	2.107826	0.215347	0.049902
390	0.361750	0.510568	2.585367	2.103172	0.240321	0.070347
392	0.341091	0.516710	2.601338	2.103484	0.263986	0.085178
394	0.327821	0.495568	2.605149	2.121841	0.251334	0.080064
398	0.350886	0.519488	2.611037	2.118077	0.275115	0.061636
399	0.327994	0.523732	2.634965	2.120571	0.297802	0.080516
400	0.305043	0.518385	2.650890	2.120551	0.310607	0.071940
403	0.295663	0.495582	2.639851	2.116271	0.307890	0.056252
405	0.298383	0.493248	2.649594	2.120488	0.314733	0.052818
409	0.301530	0.483344	2.674317	2.128384	0.298374	0.071534
411	0.281506	0.489509	2.664006	2.123660	0.280894	0.066181
413	0.300018	0.484168	2.668346	2.138356	0.274174	0.051316
414	0.290027	0.460522	2.678539	2.139244	0.272152	0.029757
415	0.312922	0.454095	2.697749	2.159146	0.262516	0.053967
418	0.330443	0.461961	2.717163	2.147434	0.270523	0.036300
420	0.338343	0.447961	2.722369	2.165496	0.285955	0.052817
421	0.352126	0.472061	2.730421	2.178822	0.267246	0.051713
423	0.361129	0.463561	2.742638	2.173215	0.271195	0.035860
427	0.360208	0.439413	2.766494	2.189358	0.284437	0.039835
429	0.348793	0.447055	2.789639	2.164922	0.278488	0.038897
431	0.334158	0.463346	2.796357	2.171319	0.282596	0.047393
433	0.342382	0.455541	2.800956	2.187237	0.270573	0.040988
435	0.339761	0.437614	2.812555	2.195217	0.267315	0.058501
436	0.355357	0.440894	2.829525	2.196043	0.244922	0.040782
437	0.346086	0.420370	2.850134	2.221016	0.250940	0.040853
440	0.341860	0.443788	2.863435	2.213901	0.270101	0.042828
441	0.357550	0.455183	2.880289	2.219393	0.253531	0.039330
444	0.337951	0.453012	2.885015	2.242165	0.266585	0.054960
451	0.350821	0.461399	2.904079	2.263003	0.244221	0.031022
453	0.375599	0.474521	2.924857	2.248721	0.242397	0.038280
456	0.391433	0.463253	2.947215	2.248085	0.255358	0.030826
458	0.391519	0.477494	2.940968	2.268783	0.269634	0.033194
464	0.384724	0.459214	2.963031	2.257741	0.276977	0.054527
465	0.371874	0.479117	2.961939	2.270769	0.298145	0.051640
467	0.362486	0.497124	2.984378	2.280264	0.281673	0.064703
470	0.372379	0.507330	2.990273	2.294588	0.262532	0.078848
471	0.377190	0.502134	3.004910	2.296800	0.269161	0.055068
472	0.363252	0.481981	3.000881	2.320659	0.272114	0.038632
474	0.341725	0.467292	3.025003	2.303136	0.277693	0.031976
475	0.326239	0.449256	3.013989	2.309931	0.275111	0.052226
477	0.302873	0.446838	3.001841	2.316460	0.280148	0.049893
478	0.312828	0.423618	2.999693	2.333304	0.275389	0.044262
481	0.288711	0.421538	2.982974	2.354296	0.251346	0.056425
483	0.295922	0.438556	2.998473	2.350454	0.260940	0.044294
484	0.279239	0.442145	3.007171	2.366293	0.269343	0.065345
485	0.256987	0.449353	3.008979	2.388656	0.280289	0.066928
486	0.277043	0.453942	3.033517	2.391007	0.290317	0.053709
489	0.278610	0.472145	3.030565	2.400181	0.275314	0.051285
490	0.296476	0.475572	3.043078	2.396965	0.261040	0.057299
492	0.303011	0.455413	3.041583	2.379541	0.246160	0.048268
495	0.307941	0.458621	3.065789	2.359206	0.245593	0.065058
496	0.287680	0.462858	3.070153	2.355017	0.254748	0.053476
497	0.304447	0.474470	3.066603	2.363985	0.241327	0.046812
498	0.296490	0.483297	3.087400	2.382286	0.216520	0.049334
501	0.291266	0.469412	3.106408	2.373040	0.203251	0.044770
502	0.293335	0.469290	3.121583	2.352843	0.181975	0.060865
503	0.269067	0.448131	3.130604	2.334915	0.186204	0.054519
504	0.270653	0.460740	3.145539	2.338396	0.200952	0.050291
505	0.247325	0.481152	3.158127	2.328770	0.190468	0.037218
508	0.223981	0.460057	3.173283	2.326062	0.199961	0.046035
514	0.235418	0.484457	3.188025	2.350477	0.218193	0.045221
517	0.259382	0.460377	3.201016	2.358423	0.226679	0.046756
519	0.247792	0.458216	3.203592	2.371069	0.248226	0.052539
520	0.266087	0.434487	3.220433	2.371263	0.253945	0.032848
521	0.272110	0.425485	3.223815	2.372284	0.252336	0.057141
522	0.287907	0.420159	3.224334	2.372294	0.243214	0.060894
524	0.271254	0.429902	3.212586	2.390474	0.230159	0.041548
525	0.276780	0.424455	3.237429	2.368680	0.241910	0.055523
526	0.284889	0.412983	3.241077	2.364287	0.253314	0.053533
530	0.269758	0.433631	3.235970	2.370027	0.244410	0.037734
536	0.252319	0.414883	3.259011	2.381002	0.239560	0.036587
543	0.251102	0.437783	3.248743	2.404780	0.222928	0.034319
546	0.275027	0.415067	3.264413	2.399578	0.204088	0.037539
550	0.262754	0.406651	3.280010	2.391330	0.211482	0.052311
553	0.261460	0.386927	3.298623	2.391891	0.212278	0.048560
563	0.238152	0.373229	3.297789	2.403169	0.188581	0.071443
564	0.250537	0.376388	3.315882	2.382540	0.168925	0.078831
565	0.253956	0.387790	3.338117	2.398391	0.184432	0.079462
566	0.230547	0.378197	3.359725	2.400198	0.175328	0.057912
570	0.244118	0.377756	3.367337	2.414406	0.180126	0.053222
571	0.239044	0.393428	3.372353	2.419613	0.190721	0.036898
572	0.235714	0.385149	3.389124	2.414725	0.211185	0.044840
574	0.259121	0.384484	3.409475	2.412488	0.192035	0.058001
575	0.262067	0.394932	3.423397	2.408059	0.186695	0.040382
576	0.265696	0.403159	3.426939	2.400966	0.172481	0.049545
578	0.286895	0.411852	3.438975	2.425185	0.150238	0.025078
579	0.289418	0.415360	3.422339	2.436059	0.172327	0.039071
584	0.267882	0.418483	3.419767	2.451292	0.156206	0.057478
585	0.253628	0.421520	3.430635	2.445458	0.161087	0.057171
590	0.274101	0.445301	3.450394	2.436241	0.156857	0.051044
592	0.261588	0.450119	3.466797	2.412160	0.136860	0.059316
593	0.274674	0.462362	3.488104	2.426216	0.153076	0.038756
594	0.268563	0.444770	3.503217	2.449169	0.128348	0.037435
595	0.258189	0.432299	3.510831	2.442759	0.114322	0.057202
599	0.264352	0.432842	3.503699	2.448198	0.102766	0.050112
600	0.278534	0.450103	3.523306	2.441221	0.112321	0.058296
604	0.276448	0.434132	3.529417	2.418453	0.123036	0.044212
605	0.301047	0.438186	3.543762	2.426376	0.147128	0.056074
606	0.312619	0.435802	3.548916	2.419598	0.153394	0.036621
609	0.304863	0.418666	3.569506	2.401227	0.176899	0.051433
611	0.299551	0.399629	3.569617	2.417347	0.196523	0.036705
614	0.309887	0.416520	3.579270	2.421338	0.201175	0.054349
620	0.316014	0.393490	3.600751	2.438514	0.200759	0.031852
622	0.316885	0.388487	3.619329	2.458423	0.180113	0.027780
627	0.300143	0.383722	3.613011	2.442197	0.200137	0.042427
630	0.318204	0.397664	3.632697	2.419822	0.183300	0.044906
636	0.317074	0.404429	3.653090	2.440754	0.183094	0.049115
638	0.315025	0.410160	3.672664	2.440707	0.183421	0.067652
640	0.313572	0.416868	3.674388	2.465296	0.184887	0.067549
642	0.302302	0.396445	3.677191	2.482322	0.170403	0.056312
643	0.285760	0.408337	3.694241	2.478564	0.160064	0.032619
645	0.293507	0.427716	3.699025	2.495302	0.169713	0.056629
647	0.295997	0.410736	3.712032	2.514208	0.161070	0.042316
649	0.301847	0.386627	3.715484	2.520255	0.157587	0.038476
650	0.320460	0.375058	3.734904	2.522636	0.152187	0.048465
653	0.309409	0.384869	3.741276	2.505538	0.149663	0.050978
658	0.290380	0.399868	3.729559	2.513112	0.143251	0.055150
659	0.274602	0.392609	3.726151	2.522962	0.148914	0.058524
662	0.296801	0.383563	3.741700	2.509324	0.139395	0.058173
665	0.282759	0.385530	3.752363	2.528861	0.120978	0.072485
668	0.277405	0.371667	3.763801	2.521069	0.105467	0.061171
669	0.293599	0.353314	3.781003	2.529587	0.099506	0.049979
671	0.269408	0.376805	3.795538	2.508068	0.078643	0.040476
673	0.290289	0.357508	3.808464	2.527975	0.077097	0.045716
676	0.281550	0.355027	3.793134	2.551489	0.081459	0.035911
680	0.257409	0.360138	3.771144	2.557953	0.099837	0.036320
681	0.239419	0.365115	3.791956	2.552585	0.093593	0.051788
684	0.236662	0.378945	3.810782	2.536232	0.108057	0.030207
688	0.221190	0.392495	3.825532	2.527187	0.089661	0.043136
692	0.244610	0.415338	3.827048	2.545576	0.090271	0.046051
703	0.229297	0.401864	3.851617	2.566311	0.082513	0.036792
707	0.250731	0.412046	3.845868	2.584489	0.083330	0.041789
711	0.230676	0.430234	3.856942	2.604534	0.098485	0.032978
716	0.220044	0.438712	3.879502	2.587451	0.102660	0.039906
718	0.216339	0.422361	3.877805	2.607968	0.103718	0.054211
720	0.223905	0.430635	3.902777	2.629684	0.107641	0.029349
727	0.220254	0.426993	3.923462	2.612483	0.130443	0.031429
729	0.209956	0.427173	3.943766	2.606628	0.143837	0.046034
730	0.200549	0.445303	3.955621	2.630012	0.139805	0.061268
750	0.188337	0.436312	3.962948	2.615170	0.148998	0.060183
757	0.163777	0.431137	3.977115	2.632229	0.130870	0.035978
759	0.185688	0.440652	3.992296	2.619642	0.149849	0.053952
761	0.187792	0.440044	4.002874	2.643583	0.169719	0.054589
764	0.191816	0.431992	4.005371	2.665011	0.190610	0.036860
768	0.178701	0.420800	4.013775	2.675319	0.179217	0.053951
771	0.201110	0.426036	4.035169	2.688565	0.156896	0.032317
779	0.225437	0.413176	4.051474	2.666626	0.170566	0.040768
782	0.248746	0.390556	4.061926	2.679870	0.165868	0.050092
784	0.267343	0.401419	4.079747	2.692698	0.146777	0.032474
793	0.285141	0.412665	4.098143	2.706507	0.142281	0.028824
794	0.290798	0.414657	4.108565	2.701622	0.130736	0.032802
795	0.293576	0.390441	4.095359	2.718277	0.120445	0.040022
798	0.295817	0.377783	4.111301	2.718190	0.131138	0.051510
806	0.300157	0.387199	4.101349	2.741842	0.147274	0.040098
808	0.279593	0.384205	4.095244	2.739715	0.132302	0.049913
809	0.270309	0.362184	4.090951	2.749563	0.121391	0.040919
812	0.248108	0.376115	4.104226	2.762107	0.136708	0.041404
816	0.232460	0.368862	4.122385	2.783162	0.123772	0.041169
818	0.238561	0.369777	4.119474	2.803107	0.106261	0.039435
828	0.251446	0.357040	4.137886	2.788326	0.096973	0.054330
831	0.239901	0.373945	4.154117	2.808284	0.118289	0.032342
833	0.257394	0.383460	4.177682	2.809402	0.129417	0.038418
837	0.254454	0.400161	4.178665	2.815108	0.137216	0.036438
847	0.246206	0.394226	4.188824	2.801767	0.154022	0.049163
854	0.233450	0.408530	4.192932	2.801459	0.156638	0.053280
855	0.214159	0.402146	4.211426	2.804141	0.140745	0.066502
856	0.198650	0.392837	4.232702	2.793326	0.141934	0.066209
868	0.203777	0.393614	4.254529	2.782806	0.158344	0.052012
871	0.218749	0.391659	4.278647	2.792399	0.160384	0.038630
872	0.202503	0.412078	4.280444	2.793099	0.145010	0.040444
874	0.194296	0.397162	4.292844	2.811721	0.160911	0.032584
876	0.179161	0.393566	4.311384	2.789261	0.152069	0.052257
877	0.182973	0.389745	4.332623	2.787583	0.158525	0.041548
881	0.206236	0.376488	4.310138	2.804551	0.145691	0.048856
882	0.215535	0.355426	4.323906	2.779836	0.169081	0.046715
887	0.201630	0.351030	4.343780	2.797286	0.164556	0.052701
891	0.199691	0.326879	4.360482	2.817774	0.142074	0.054561
892	0.196460	0.330477	4.342986	2.840926	0.142304	0.038693
899	0.192978	0.323963	4.362981	2.828435	0.161615	0.053989
901	0.212802	0.318001	4.382794	2.829647	0.138364	0.046276
913	0.232830	0.322875	4.389410	2.854364	0.153669	0.050765
915	0.231585	0.335197	4.394036	2.870933	0.172659	0.051209
918	0.254937	0.339644	4.404247	2.848434	0.161175	0.041327
919	0.267348	0.325015	4.415239	2.834446	0.162934	0.039757
923	0.276567	0.319639	4.424707	2.856046	0.162833	0.063230
925	0.293255	0.337408	4.427148	2.872469	0.180492	0.051031
927	0.271396	0.325452	4.450271	2.885046	0.156852	0.060439
928	0.290097	0.325909	4.447509	2.908274	0.152080	0.045427
930	0.271694	0.349592	4.469420	2.908013	0.174064	0.051738
931	0.257499	0.357130	4.469877	2.899523	0.150290	0.038523
933	0.261453	0.335959	4.494087	2.907805	0.150015	0.057667
937	0.238116	0.337078	4.493749	2.909781	0.130164	0.048185
938	0.250276	0.349289	4.484998	2.890882	0.131804	0.046566
944	0.264683	0.367879	4.487940	2.867719	0.152711	0.044280
947	0.271769	0.379072	4.483172	2.888445	0.144501	0.053053
952	0.262971	0.361240	4.485908	2.882296	0.138186	0.048896
955	0.248829	0.377825	4.496351	2.897811	0.131728	0.041506
957	0.254943	0.400800	4.504888	2.906980	0.106907	0.044373
959	0.268564	0.408717	4.526554	2.902169	0.130321	0.040670
972	0.245906	0.403996	4.551423	2.903539	0.144189	0.037758
985	0.252739	0.414803	4.563935	2.927732	0.158543	0.046088
987	0.243561	0.407496	4.585898	2.914357	0.160314	0.032954
996	0.232921	0.424137	4.600967	2.905735	0.138065	0.047815
997	0.234811	0.419156	4.608989	2.888148	0.145272	0.035515
1004	0.247098	0.406545	4.625382	2.879886	0.138405	0.038892
1006	0.263344	0.401831	4.625494	2.871250	0.148744	0.038976
1007	0.279727	0.409496	4.645590	2.884081	0.123760	0.039571
1010	0.283825	0.399845	4.667793	2.869678	0.115721	0.041931
1013	0.286075	0.389571	4.672586	2.866699	0.134485	0.046239
1018	0.309571	0.367264	4.681712	2.857875	0.131159	0.050207
1030	0.291288	0.356296	4.671706	2.863769	0.133243	0.046580
1037	0.295370	0.348753	4.684711	2.871822	0.111039	0.057223
1038	0.314687	0.354249	4.680376	2.868859	0.104459	0.039222
1039	0.320874	0.341722	4.693226	2.881703	0.109934	0.043370
1040	0.309916	0.324682	4.710083	2.872962	0.133693	0.044471
1044	0.327301	0.314940	4.724858	2.892540	0.145111	0.036940
1045	0.323624	0.307208	4.728099	2.909898	0.154210	0.053725
1050	0.307425	0.308205	4.729930	2.894512	0.169637	0.039254
1052	0.301841	0.331469	4.721953	2.919153	0.148831	0.032964
1054	0.311683	0.347934	4.700651	2.925254	0.141984	0.038934
1061	0.321342	0.348236	4.721539	2.945322	0.120756	0.057606
1062	0.338221	0.337345	4.735485	2.936149	0.103421	0.044057
1063	0.345819	0.345202	4.752278	2.956441	0.091071	0.054689
1069	0.344531	0.334429	4.777164	2.949401	0.087615	0.039844
1071	0.338869	0.352944	4.758529	2.948776	0.103966	0.054631
1075	0.340559	0.329749	4.754977	2.950261	0.123006	0.044314
1078	0.339950	0.335560	4.765181	2.951126	0.113482	0.041892
1079	0.326944	0.328276	4.757446	2.967038	0.124023	0.054131
1080	0.307590	0.348289	4.759415	2.967367	0.104049	0.033178
1090	0.283536	0.345236	4.738373	2.959277	0.124136	0.045282
1093	0.272419	0.351062	4.755745	2.936483	0.118285	0.059263
1096	0.256958	0.347146	4.761873	2.944815	0.118163	0.052251
1102	0.244756	0.335651	4.771398	2.926599	0.109761	0.038500
1108	0.225175	0.344199	4.794873	2.943519	0.103585	0.045062
1109	0.223619	0.354530	4.805307	2.921260	0.112242	0.037168
1114	0.242230	0.345685	4.819336	2.910219	0.108157	0.059304
1118	0.267199	0.336447	4.836662	2.914830	0.123362	0.037331
1119	0.273803	0.355599	4.850768	2.898948	0.143927	0.038945
1122	0.279437	0.370353	4.874148	2.879379	0.167208	0.040880
1137	0.285768	0.372115	4.877445	2.855449	0.148276	0.057944
1138	0.284506	0.381312	4.897373	2.833749	0.165065	0.057546
1142	0.268517	0.364127	4.873309	2.857206	0.160319	0.039488
1143	0.259644	0.349313	4.877203	2.850315	0.145777	0.044102
1149	0.270237	0.354442	4.892945	2.874081	0.152941	0.034538
